"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 09 07:07:35 UTC 2024","Sat Mar 09 07:07:35 UTC 2024","0","","yo.dbunitcli.dataset.producer.ComparableCsvDataSetProducerTest","","yo.dbunitcli.dataset.producer.ComparableCsvDataSetProducerTest","createDataSetFromDirectoryExcludeFile","createDataSetFromDirectoryExcludeFile()",""
"passed","Sat Mar 09 07:07:14 UTC 2024","Sat Mar 09 07:07:15 UTC 2024","391","","yo.dbunitcli.application.CompareTest","","yo.dbunitcli.application.CompareTest","testCompareXlsxAndXls","testCompareXlsxAndXls()",""
"passed","Sat Mar 09 07:07:33 UTC 2024","Sat Mar 09 07:07:34 UTC 2024","31","","yo.dbunitcli.application.GenerateTest","","yo.dbunitcli.application.GenerateTest","testGenerateInsertNoCommit","testGenerateInsertNoCommit()",""
"passed","Sat Mar 09 07:07:12 UTC 2024","Sat Mar 09 07:07:13 UTC 2024","16","","yo.dbunitcli.application.CompareOptionTest","","yo.dbunitcli.application.CompareOptionTest","parseRequiredSettingFileExists","parseRequiredSettingFileExists()",""
"passed","Sat Mar 09 07:07:24 UTC 2024","Sat Mar 09 07:07:24 UTC 2024","578","","yo.dbunitcli.application.CompareTest","","yo.dbunitcli.application.CompareTest","testCompareSort","testCompareSort()",""
"passed","Sat Mar 09 07:07:35 UTC 2024","Sat Mar 09 07:07:35 UTC 2024","0","","yo.dbunitcli.dataset.ComparableTableTest","","yo.dbunitcli.dataset.ComparableTableTest","getRows_result_has_argument_column_length","getRows_result_has_argument_column_length()",""
"passed","Sat Mar 09 07:07:31 UTC 2024","Sat Mar 09 07:07:31 UTC 2024","39","","yo.dbunitcli.application.ConvertTest","","yo.dbunitcli.application.ConvertTest","testConvertJoinMultiple","testConvertJoinMultiple()",""
"passed","Sat Mar 09 07:07:35 UTC 2024","Sat Mar 09 07:07:35 UTC 2024","0","","yo.dbunitcli.dataset.ComparableTableTest","","yo.dbunitcli.dataset.ComparableTableTest","getValue_return_argument_row_and_column_length_value","getValue_return_argument_row_and_column_length_value()",""
"passed","Sat Mar 09 07:07:34 UTC 2024","Sat Mar 09 07:07:34 UTC 2024","62","","yo.dbunitcli.application.GenerateTest","","yo.dbunitcli.application.GenerateTest","testGenerateInsert","testGenerateInsert()",""
"passed","Sat Mar 09 07:07:13 UTC 2024","Sat Mar 09 07:07:13 UTC 2024","472","","yo.dbunitcli.application.CompareTest","","yo.dbunitcli.application.CompareTest","testCompareWithRowFilter","testCompareWithRowFilter()",""
"passed","Sat Mar 09 07:07:35 UTC 2024","Sat Mar 09 07:07:35 UTC 2024","15","","yo.dbunitcli.dataset.ComparableTableTest","","yo.dbunitcli.dataset.ComparableTableTest","getRows_throw_exception_if_argument_column_not_exists","getRows_throw_exception_if_argument_column_not_exists()",""
"passed","Sat Mar 09 07:07:34 UTC 2024","Sat Mar 09 07:07:34 UTC 2024","16","","yo.dbunitcli.application.GenerateTest","","yo.dbunitcli.application.GenerateTest","testGenerateTxt","testGenerateTxt()",""
"passed","Sat Mar 09 07:07:31 UTC 2024","Sat Mar 09 07:07:31 UTC 2024","0","","yo.dbunitcli.application.ConvertTest","","yo.dbunitcli.application.ConvertTest","testparamConvertFixedFileToCsv","testparamConvertFixedFileToCsv()",""
"passed","Sat Mar 09 07:07:33 UTC 2024","Sat Mar 09 07:07:33 UTC 2024","31","","yo.dbunitcli.application.DBIntegrationTest","","yo.dbunitcli.application.DBIntegrationTest","runSql","runSql()",""
"passed","Sat Mar 09 07:07:31 UTC 2024","Sat Mar 09 07:07:31 UTC 2024","78","","yo.dbunitcli.application.ConvertTest","","yo.dbunitcli.application.ConvertTest","testConvertCsvSeparateMultiXlsx","testConvertCsvSeparateMultiXlsx()",""
"passed","Sat Mar 09 07:07:25 UTC 2024","Sat Mar 09 07:07:25 UTC 2024","172","","yo.dbunitcli.application.CompareTest","","yo.dbunitcli.application.CompareTest","testCompareWithRowNum","testCompareWithRowNum()",""
"passed","Sat Mar 09 07:07:35 UTC 2024","Sat Mar 09 07:07:35 UTC 2024","0","","yo.dbunitcli.dataset.producer.ComparableXlsDataSetProducerTest","","yo.dbunitcli.dataset.producer.ComparableXlsDataSetProducerTest","createDataSetFromFileExcludeSheet","createDataSetFromFileExcludeSheet()",""
"passed","Sat Mar 09 07:07:34 UTC 2024","Sat Mar 09 07:07:35 UTC 2024","234","","yo.dbunitcli.application.ParameterizeTest","","yo.dbunitcli.application.ParameterizeTest","testExecCommandNoneParameter","testExecCommandNoneParameter()",""
"passed","Sat Mar 09 07:07:35 UTC 2024","Sat Mar 09 07:07:35 UTC 2024","0","","yo.dbunitcli.dataset.ComparableTableTest","","yo.dbunitcli.dataset.ComparableTableTest","getRow_result_has_argument_column_length","getRow_result_has_argument_column_length()",""
"passed","Sat Mar 09 07:07:12 UTC 2024","Sat Mar 09 07:07:12 UTC 2024","15","","yo.dbunitcli.application.argument.DataSetLoadOptionTest","","yo.dbunitcli.application.argument.DataSetLoadOptionTest","testFilterArguments","testFilterArguments()",""
"passed","Sat Mar 09 07:07:24 UTC 2024","Sat Mar 09 07:07:24 UTC 2024","16","","yo.dbunitcli.application.CompareTest","","yo.dbunitcli.application.CompareTest","testSuccessNoDiffExpected","testSuccessNoDiffExpected()",""
"passed","Sat Mar 09 07:07:30 UTC 2024","Sat Mar 09 07:07:30 UTC 2024","47","","yo.dbunitcli.application.ConvertTest","","yo.dbunitcli.application.ConvertTest","testConvertDistinctWithTableNameMap","testConvertDistinctWithTableNameMap()",""
"passed","Sat Mar 09 07:07:13 UTC 2024","Sat Mar 09 07:07:13 UTC 2024","32","","yo.dbunitcli.application.CompareOptionTest","","yo.dbunitcli.application.CompareOptionTest","parseSettingTargetDirAndSettingFiles","parseSettingTargetDirAndSettingFiles()",""
"passed","Sat Mar 09 07:07:35 UTC 2024","Sat Mar 09 07:07:35 UTC 2024","15","","yo.dbunitcli.dataset.producer.ComparableXlsxDataSetProducerTest","","yo.dbunitcli.dataset.producer.ComparableXlsxDataSetProducerTest","createDataSetFromFile","createDataSetFromFile()",""
"passed","Sat Mar 09 07:07:34 UTC 2024","Sat Mar 09 07:07:34 UTC 2024","31","","yo.dbunitcli.application.GenerateTest","","yo.dbunitcli.application.GenerateTest","testGenerateDeleteNoCommit","testGenerateDeleteNoCommit()",""
